dateConvention,referenceDecision,idBeneficiaire,nomBeneficiaire,objet,montant,nature,conditionsVersement,datesPeriodeVersement,notificationUE,field,value,message,lineRejected
2020-06-25,Délibération CP du 20/05/2020 n°29,39301786800059.0,Fédération Aude Claire,Subvention de fonctionnement 2020,19800.0,en numéraire,échelonné,2020-06-01_2021-06-30,non,,,SIRET de l'allocataire manquant ou invalide,non
2020-12-17,Délibération CP du 27/11/2020,77555566700135.0,Fédération Audoise des Œuvres Laïques,Convention FSE 202001305 action de référence bassin Carcassonnais,24630.36,en numéraire,échelonné,2020-12-17_2020-12-31,oui,,,SIRET de l'allocataire manquant ou invalide,non
2018-06-05,"Délibération CP du
04/05/2018",34200706900038.0,Association Arts Vivants 11,Aide au projer de sensibilisation au chant choral,2700.0,en numéraire,unique,2018-06-01 00:00:00,non,datesPeriodeVersement,2018-06-01 00:00:00,donnée non récupérable,
2018-06-05,"Délibération CP du
04/05/2018",34200706900038.0,Association Arts Vivants 11,Aide au projer de sensibilisation au chant choral,2700.0,en numéraire,unique,2018-06-01 00:00:00,non,,,SIRET de l'allocataire manquant ou invalide,non
2018-06-05,"Délibération CP du
04/05/2018",45074466900042.0,association music'al sol,Création artistique les Trash Croutes,3000.0,en numéraire,unique,2018-06-01 00:00:00,non,datesPeriodeVersement,2018-06-01 00:00:00,donnée non récupérable,
2018-06-05,"Délibération CP du
04/05/2018",45074466900042.0,association music'al sol,Création artistique les Trash Croutes,3000.0,en numéraire,unique,2018-06-01 00:00:00,non,,,SIRET de l'allocataire manquant ou invalide,non
2020-07-27,Délibération CP du 16/07/2020,40066042900046.0,Les Restaurants du Cœur de l'Aude,Subvention de fonctionnement 2020,38750.0,en numéraire,échelonné,2020-08-11_2020-09-14,oui,,,SIRET de l'allocataire manquant ou invalide,non
2020-09-28,Délibération CP du 25/09/2020,35090616000014.0,association de développement des Hautes Corbières,Subvention de fonction 2020,5000.0,en numéraire,unique,2020-10-20_2020-10-20,oui,,,SIRET de l'allocataire manquant ou invalide,non
2021-01-14,Délibération CP du 27/11/2020,34792587700040.0,Centre de Formation Professionnelle du Midi,Convention FSE 202001400 action de référence du bassin lauragais,16387.6,en numéraire,échelonné,2021-02-01_2021-12-31,non,,,SIRET de l'allocataire manquant ou invalide,non
2018-06-05,"Délibération CP du
04/05/2018",38054493200029.0,"Centre d'art et culture Théâtre cinéma, scène nationale du Grand Narbonne",Projet artistique et culturel du théâtre scène nationale de Narbonne,100000.0,en numéraire,échelonné,2018-06-01 00:00:00,non,datesPeriodeVersement,2018-06-01 00:00:00,donnée non récupérable,
2018-06-05,"Délibération CP du
04/05/2018",38054493200029.0,"Centre d'art et culture Théâtre cinéma, scène nationale du Grand Narbonne",Projet artistique et culturel du théâtre scène nationale de Narbonne,100000.0,en numéraire,échelonné,2018-06-01 00:00:00,non,,,SIRET de l'allocataire manquant ou invalide,non
2018-07-27,Délibération CP du 20/07/2018,30200478300015.0,Association du Restaurant inter-administratif de Carcassonne,Convention financière cadre,64486.73,en numéraire,unique,2018-09-28 00:00:00,non,datesPeriodeVersement,2018-09-28 00:00:00,donnée non récupérable,
2018-07-27,Délibération CP du 20/07/2018,30200478300015.0,Association du Restaurant inter-administratif de Carcassonne,Convention financière cadre,64486.73,en numéraire,unique,2018-09-28 00:00:00,non,,,SIRET de l'allocataire manquant ou invalide,non
2020-11-02,Délibération CP du 25/09/2020,24110059300078.0,Agglomération Le Grand Narbonne,Convention FSE 202000831 Mise en œuvre des clauses d'insertion,28419.53,en numéraire,échelonné,2020-11-05_2020-12-31,non,,,SIRET de l'allocataire manquant ou invalide,non
2020-10-16,Délibération CP du 25/09/2020,78883621100029.0,Plateforme Audoise de Mutualisation des SIAE,Convention FSE  202001221 Action MACPRO,19948.45,en numéraire,échelonné,2020-10-20_2020-12-31,oui,,,SIRET de l'allocataire manquant ou invalide,non
2021-02-03,Délibération CP du 18/12/2020,33947067600034.0,Association théâtre Populaire,Diffusion de spectacles vivants sur le territoire départemental au cours de l'année 2021,45000.0,en numéraire,échelonné,2021-02-03_2021-02-03,non,,,SIRET de l'allocataire manquant ou invalide,non
2018-06-05,"Délibération CP du
04/05/2018",30674280000031.0,Association amicale laique de Carcassonne,Programme d'actions culturelles 2018,3500.0,en numéraire,unique,2018-06-01 00:00:00,non,datesPeriodeVersement,2018-06-01 00:00:00,donnée non récupérable,
2018-06-05,"Délibération CP du
04/05/2018",30674280000031.0,Association amicale laique de Carcassonne,Programme d'actions culturelles 2018,3500.0,en numéraire,unique,2018-06-01 00:00:00,non,,,SIRET de l'allocataire manquant ou invalide,non
2018-10-24,Délibération CP du 28/09/2018,45157147500016.0,association La Verrerie d'Alès,Organisation de spectacles de cirque sous chapiteau à Lagrasse,20000.0,en numéraire,échelonné,2018-10-01_2018-12-31,non,,,SIRET de l'allocataire manquant ou invalide,non
2020-11-25,Délibération CP du 30/10/2020 (n°18),49499673900046.0,AUDE NATURE,Plan de gestion anciens salins de l'étang de Campignol,36399.0,en numéraire,échelonné,2020-01-01_2023-12-31,non,,,SIRET de l'allocataire manquant ou invalide,non
2020-12-17,Délibération CP du 27/11/2020,39825436700061.0,Initiatives pour le Développement de l'Emploi dans l'Aude Littoral,Convention FSE 202001378 ACI ENTRETIEN,61000.0,en numéraire,échelonné,2020-12-17_2020-12-31,non,,,SIRET de l'allocataire manquant ou invalide,non
2020-12-23,Délibération CP du 18/12/2020,42155410600029.0,Régie de quartiers du carcassonnais,Convention FSE 202001200 Accompagnement individualisé des participants vers l'emploi et la formation,130000.0,en numéraire,échelonné,2020-12-23_2020-12-31,non,,,SIRET de l'allocataire manquant ou invalide,non
2018-06-05,"Délibération CP du
04/05/2018",41754319600048.0,compagnie portes sud,Aide à une action spécifique intitulée Art'danse à Limoux,2000.0,en numéraire,unique,2018-06-01 00:00:00,non,datesPeriodeVersement,2018-06-01 00:00:00,donnée non récupérable,
2018-06-05,"Délibération CP du
04/05/2018",41754319600048.0,compagnie portes sud,Aide à une action spécifique intitulée Art'danse à Limoux,2000.0,en numéraire,unique,2018-06-01 00:00:00,non,,,SIRET de l'allocataire manquant ou invalide,non
2018-12-14,Délibération CP du 26/10/2018,34792587700032.0,Centre de Formation Professionnelle du Midi,Convention FSE 201801138 action de référence du bassin carcassonnais,50965.94,en numéraire,échelonné,2018-12-18_2021-12-31,non,,,SIRET de l'allocataire manquant ou invalide,non
2020-12-17,Délibération CP du 27/11/2020,39825436700061.0,Initiatives pour le Développement de l'Emploi dans l'Aude Littoral,Convention FSE 202001391 ACI ENV AMENAGEMENT PAYSAGER ET AGRICULTURE,83000.0,en numéraire,échelonné,2020-12-17_2020-12-31,non,,,SIRET de l'allocataire manquant ou invalide,non
2020-12-14,Délibération CP du 27/11/2020,20003692900012.0,Centre Intercommunal d'Action Sociale Carcassonne Agglo solidarité,Convention FSE 202000904 action de référence bassin carcassonnais,45518.39,en numéraire,échelonné,2020-12-15_2020-12-31,non,,,SIRET de l'allocataire manquant ou invalide,non
2019-01-28,Délibération CP du 25/01/2019,50405519500029.0,Comité des oeuvres sociales,Fonctionnement,1878918.77,en numéraire,échelonné,2019-02-08_2019-04-30,non,,,SIRET de l'allocataire manquant ou invalide,non
2018-06-05,"Délibération CP du
04/05/2018",45074466900042.0,association music'al sol,Soutien aux actions de médiation culturelle en saison,1500.0,en numéraire,unique,2018-06-01 00:00:00,non,datesPeriodeVersement,2018-06-01 00:00:00,donnée non récupérable,
2018-06-05,"Délibération CP du
04/05/2018",45074466900042.0,association music'al sol,Soutien aux actions de médiation culturelle en saison,1500.0,en numéraire,unique,2018-06-01 00:00:00,non,,,SIRET de l'allocataire manquant ou invalide,non
2018-11-20,Délibération CP du 26/10/2018,33846414200029.0,Centre d'Information sur les Droits des Femmes et des Familles,"Convention FSE 201802320 Atelier informatique pour tous, territoire Narbonne, Lézignan-Corbières, Port-la-Nouvelle",34563.46,en numéraire,échelonné,2018-11-28_2021/12/31,non,datesPeriodeVersement,2018-11-28_2021/12/31,donnée non récupérable,
2018-11-20,Délibération CP du 26/10/2018,33846414200029.0,Centre d'Information sur les Droits des Femmes et des Familles,"Convention FSE 201802320 Atelier informatique pour tous, territoire Narbonne, Lézignan-Corbières, Port-la-Nouvelle",34563.46,en numéraire,échelonné,2018-11-28_2021/12/31,non,,,SIRET de l'allocataire manquant ou invalide,non
2020-12-17,Délibération CP du 27/11/2020,39825436700061.0,Initiatives pour le Développement de l'Emploi dans l'Aude Littoral,Convention FSE 202001395 ACI ENV TAILLE DE PIERRE ET PATRIMOINE RURAL,92000.0,en numéraire,échelonné,2020-12-17_2020-12-31,non,,,SIRET de l'allocataire manquant ou invalide,non
2020-12-14,Délibération CP du 27/11/2020,20005941800018.0,Commune de Quillan,Convention FSE 202000716 chantier d'insertion cœur de village commune de Quillan,50000.0,en numéraire,échelonné,2020-12-15_2020-12-31,non,,,SIRET de l'allocataire manquant ou invalide,non
2019-05-06,Délibération CP du 26/04/2019,35338402700036.0,association Groupe audois de recherche et d'animation etnhographique,Aide au fonctionnement,28000.0,en numéraire,échelonné,2019-05-01_2019-07-31,non,,,SIRET de l'allocataire manquant ou invalide,non
2018-06-05,"Délibération CP du
04/05/2018",45074466900042.0,association music'al sol,Création artistique Séraphine,2000.0,en numéraire,unique,2018-06-01 00:00:00,non,datesPeriodeVersement,2018-06-01 00:00:00,donnée non récupérable,
2018-06-05,"Délibération CP du
04/05/2018",45074466900042.0,association music'al sol,Création artistique Séraphine,2000.0,en numéraire,unique,2018-06-01 00:00:00,non,,,SIRET de l'allocataire manquant ou invalide,non
2018-11-20,Délibération CP du 26/10/2018,20005941800018.0,Commune de Quillan,Convention FSE 201801588 chantier d'insertion cœur de village commune de Quillan,50000.0,en numéraire,échelonné,2018-11-28_2021/12/31,non,datesPeriodeVersement,2018-11-28_2021/12/31,donnée non récupérable,
2018-11-20,Délibération CP du 26/10/2018,20005941800018.0,Commune de Quillan,Convention FSE 201801588 chantier d'insertion cœur de village commune de Quillan,50000.0,en numéraire,échelonné,2018-11-28_2021/12/31,non,,,SIRET de l'allocataire manquant ou invalide,non
2021-01-07,Délibération CP du 27/11/2020,26110023400127.0,CCAS Narbonne,Convention FSE 202001230 Réfrence en insertion socio-professionnelle,61659.22,en numéraire,échelonné,2021-01-25_2021-12-31,oui,,,SIRET de l'allocataire manquant ou invalide,non
2020-12-14,Délibération CP du 27/11/2020,33846414200029.0,Centre d'Information sur les Droits des Femmes et des Familles,"Convention FSE 202001245 Atelier informatique pour tous, territoire Narbonne, Lézignan-Corbières, Port-la-Nouvelle",33036.25,en numéraire,échelonné,2020-12-15_2020-12-31,non,,,SIRET de l'allocataire manquant ou invalide,non
2019-05-14,Délibération CP du 26/04/2019,43312253800013.0,Centre Joe Bousquet et son temps,"Expositions temporaires ""Joan Jorda et Manuel Moros""",10000.0,en numéraire,unique,2019-05-01_2019-05-31,non,,,SIRET de l'allocataire manquant ou invalide,non
2018-10-17,Délibération CP du 28/09/2018,20007192600014.0,Communauté de Communes du Limouxin,Convention FSE 201802132 Chantier d'insertion territoire Communauté de Communes du Limouxin,50000.0,en numéraire,échelonné,2018-11-13_2021-12-31,non,,,SIRET de l'allocataire manquant ou invalide,non
2018-11-28,Délibération CP du 26/10/2018,20003692900012.0,Centre Intercommunal d'Action Sociale Carcassonne Agglo solidarité,Convention FSE 201802278 action de référence bassin carcassonnais,45000.0,en numéraire,échelonné,2018-12-18_2021-12-31,non,,,SIRET de l'allocataire manquant ou invalide,non
2020-12-14,Délibération CP du 27/11/2020,42155410600029.0,Régie de quartiers du carcassonnais,Convention FSE 202001287 Premier accueil et orientation professionnelle,45272.89,en numéraire,échelonné,2020-12-17_2020-12-31,non,,,SIRET de l'allocataire manquant ou invalide,non
2020-11-30,Délibération CP du 27/11/2020 (n° 46),38745232900015.0,Club Racing Club Narbonne Méditerrannée,Subvention de fonctionnement pour la saison 2020-2021,99000.0,en numéraire,échelonné,2020-11-30_2021-11-29,oui,,,SIRET de l'allocataire manquant ou invalide,non
2019-06-07,Délibération CP du 26/04/2019,38809532500022.0,Association des amis du cinoch,Organisation d'ateliers dans la cadre de collèges au cinéma,8000.0,en numéraire,unique,2019-06-01_2019-06-30,non,,,SIRET de l'allocataire manquant ou invalide,non
2018-10-22,Délibération CP du 28/09/2018,20003585500010.0,Communauté de Communes Castelnaudary Lauragais Audois,Convention FSE 201801828 Chantier d'insertion cœur de villages patrimoine territoire Communauté de Communes Castelnaudary Lauragais Audois,50000.0,en numéraire,échelonné,2018-11-07_2021-12-31,non,,,SIRET de l'allocataire manquant ou invalide,non
2018-12-12,Délibération CP du 30/11/2018,42155410600029.0,Régie de Quartiers du Carcassonnais,Convention FSE 201802203 Chantiers Tremplin,40183.98,en numéraire,échelonné,2018-12-21_2021/12/31,non,datesPeriodeVersement,2018-12-21_2021/12/31,donnée non récupérable,
2018-12-12,Délibération CP du 30/11/2018,42155410600029.0,Régie de Quartiers du Carcassonnais,Convention FSE 201802203 Chantiers Tremplin,40183.98,en numéraire,échelonné,2018-12-21_2021/12/31,non,,,SIRET de l'allocataire manquant ou invalide,non
2020-12-14,Délibération CP du 27/11/2020,20003692900012.0,Centre Intercommunal d'Action Sociale Carcassonne Agglo solidarité,Convention FSE 202000733 Plateforme Mobil Activ,46000.0,en numéraire,échelonné,2020-12-14_2020-12-31,non,,,SIRET de l'allocataire manquant ou invalide,non
2019-01-21,Délibération CP du 18/12/2018,35338402700036.0,Groupe de recherche  et d'animation photographique-GRAPh,Réalisation de la programmation artistique et culturelle du GRAPh-CMI 2019,25000.0,en numéraire,échelonné,2019-01-01_2019-01-31,non,,,SIRET de l'allocataire manquant ou invalide,non
2019-06-07,Délibération CP du 26/04/2019,42121708400019.0,Association le passe muraille,in situ : patrimoine et art contemporain,20000.0,en numéraire,échelonné,2019-06-01_2019-06-30,non,,,SIRET de l'allocataire manquant ou invalide,non
2018-11-05,Délibération CP du 28/09/2018,39825436700061.0,Initiatives pour le Développement de l'Emploi dans l'Aude Littoral,Convention FSE 201802444 ACI COMMUNICATION Initiatives pour le Développement de l'Emploi dans l'Aude Littoral,72678.64,en numéraire,échelonné,2018-11-19_2021-12-31,non,,,SIRET de l'allocataire manquant ou invalide,non
2018-12-21,Délibération CP du 30/11/2018,50435139600099.0,Hérick Caye Formation,Convention FSE 201802482,51088.78,en numéraire,échelonné,2018-12-21_2021/12/31,non,datesPeriodeVersement,2018-12-21_2021/12/31,donnée non récupérable,
2018-12-21,Délibération CP du 30/11/2018,50435139600099.0,Hérick Caye Formation,Convention FSE 201802482,51088.78,en numéraire,échelonné,2018-12-21_2021/12/31,non,,,SIRET de l'allocataire manquant ou invalide,non
2021-01-14,Délibération CP du 27/11/2020,34792587700040.0,Centre de Formation Professionnelle du Midi,Convention FSE 202001193 émergence et accompagnement au projet professionnel bassin Lézignanais et Narbonnais,46835.27,en numéraire,échelonné,2021-02-01_2021-12-31,non,,,SIRET de l'allocataire manquant ou invalide,non
2019-05-14,Délibération CP du 26/04/2019,43312253800013.0,Centre Joe Bousquet et son temps,Diffusion de l'oeuvre Joe Bousquet et patrimoine littéraire/artistique audois,45000.0,en numéraire,échelonné,2019-05-01_2019-07-31,non,,,SIRET de l'allocataire manquant ou invalide,non
2019-05-06,Délibération CP du 26/04/2019,77578419200038.0,Association Les Francas de l'Aude,Aide au fonctionnement,23000.0,en numéraire,échelonné,2019-05-01_2019-07-31,non,,,SIRET de l'allocataire manquant ou invalide,non
2018-11-05,Délibération CP du 28/09/2018,39825436700061.0,Initiatives pour le Développement de l'Emploi dans l'Aude Littoral,Convention FSE  201802531 ACI ENTRETIEN Initiatives pour le Développement de l'Emploi dans l'Aude Littoral,74595.33,en numéraire,échelonné,2018-11-19_2021-12-31,non,,,SIRET de l'allocataire manquant ou invalide,non
2018-12-12,Délibération CP du 30/11/2018,48080389900065.0,Association 11 Bouge,Réalisation de l'opération Scènes d'Enfance 2019,435.0,en numéraire,unique,2018-12-01 00:00:00,non,datesPeriodeVersement,2018-12-01 00:00:00,donnée non récupérable,
2018-12-12,Délibération CP du 30/11/2018,48080389900065.0,Association 11 Bouge,Réalisation de l'opération Scènes d'Enfance 2019,435.0,en numéraire,unique,2018-12-01 00:00:00,non,,,SIRET de l'allocataire manquant ou invalide,non
2021-02-03,Délibération CP du 27/11/2020,33947067600034.0,Association théâtre Populaire,Réalisation de la dernière phase Collège au Théâtre,45000.0,en numéraire,échelonné,2020-12-24_2021-01-13,non,,,SIRET de l'allocataire manquant ou invalide,non
2019-05-06,Délibération CP du 26/04/2019,34200706900038.0,Association Arts Vivants 11,Aide au fonctionnement de la structure,152950.0,en numéraire,échelonné,2019-05-01_2019-07-31,non,,,SIRET de l'allocataire manquant ou invalide,non
2019-05-06,Délibération CP du 26/04/2019,34200706900038.0,Association Arts Vivants 11,Aide aux actions spécifiques,95000.0,en numéraire,échelonné,2019-05-01_2019-07-31,non,,,SIRET de l'allocataire manquant ou invalide,non
2018-11-05,Délibération CP du 28/09/2018,39825436700061.0,Initiatives pour le Développement de l'Emploi dans l'Aude Littoral,Convention FSE  201802587 ACI ENVIRONNEMENT TAILLE DE PIERRE- PATRIMOINE RURAL Initiatives pour le Développement de l'Emploi dans l'Aude Littoral,79465.41,en numéraire,échelonné,2018-11-19_2021-12-31,non,,,SIRET de l'allocataire manquant ou invalide,non
2018-12-03,Délibération CP du 30/11/2018,39240267300025.0,Club Union Sportive Carcassonnaise,Subvention de fonctionnement pour la saison 2018-2019,107000.0,en numéraire,échelonné,2018-12-18_2019-04-26,oui,,,SIRET de l'allocataire manquant ou invalide,non
2019-05-06,Délibération CP du 26/04/2019,34200706900038.0,Association Arts Vivants 11,Aide au projer de sensibilisation au chant choral,2700.0,en numéraire,unique,2019-05-01_2019-05-31,non,,,SIRET de l'allocataire manquant ou invalide,non
2019-05-06,Délibération CP du 26/04/2019,77581849500068.0,Association fédération départementale des maisons des jeunes et de la culture,Aide aux activités culturelles et éducatives de l'association,35000.0,en numéraire,échelonné,2019-05-01_2019-07-31,non,,,SIRET de l'allocataire manquant ou invalide,non
2018-11-28,Délibération CP du 26/10/2018,20003570700013.0,Communauté de Communes Piège Lauragais Malepère,Convention FSE 201800677 Chantier d'insertion territoire Communauté de Communes Piège Lauragais Malepère,50000.0,en numéraire,échelonné,2018-12-14_2021/12/31,non,datesPeriodeVersement,2018-12-14_2021/12/31,donnée non récupérable,
2018-11-28,Délibération CP du 26/10/2018,20003570700013.0,Communauté de Communes Piège Lauragais Malepère,Convention FSE 201800677 Chantier d'insertion territoire Communauté de Communes Piège Lauragais Malepère,50000.0,en numéraire,échelonné,2018-12-14_2021/12/31,non,,,SIRET de l'allocataire manquant ou invalide,non
2019-01-21,Délibération CP du 18/12/2018,33947067600034.0,Association Théâtre populaire de Carcassonne et de l'Aude,Diffusion de spectacles vivants sur le territoire départemental au cours de l'année 2019,65000.0,en numéraire,échelonné,2019-01-01_2019-01-31,non,,,SIRET de l'allocataire manquant ou invalide,non
2019-05-06,Délibération CP du 26/04/2019,38054493200029.0,"Centre d'art et culture Théâtre cinéma, scène nationale du Grand Narbonne",Projet artistique et culturel du théâtre scène nationale de Narbonne,115000.0,en numéraire,échelonné,2019-05-01_2019-07-31,non,,,SIRET de l'allocataire manquant ou invalide,non
2019-05-14,Délibération CP du 26/04/2019,41754319600048.0,compagnie portes sud,Aide … une action spécifique intitulée La danse dans l'espace public,1800.0,en numéraire,unique,2019-05-01_2019-05-31,non,,,SIRET de l'allocataire manquant ou invalide,non
2018-11-28,Délibération CP du 26/10/2018,77555566700135.0,Fédération Audoise des Œuvres Laïques,Convention FSE 201801444 émergence et accompagnement au projet professionnel bassin carcassonnais,42645.36,en numéraire,échelonné,2018-12-12_2021/12/31,non,datesPeriodeVersement,2018-12-12_2021/12/31,donnée non récupérable,
2018-11-28,Délibération CP du 26/10/2018,77555566700135.0,Fédération Audoise des Œuvres Laïques,Convention FSE 201801444 émergence et accompagnement au projet professionnel bassin carcassonnais,42645.36,en numéraire,échelonné,2018-12-12_2021/12/31,non,,,SIRET de l'allocataire manquant ou invalide,non
2019-06-17,Délibération CP du 26/04/2019,31119941800048.0,Occitanie en scène,Conseils et assistance aux arts du spectacle dans l'Aude,12000.0,en numéraire,unique,2019-06-01_2019-06-30,non,,,SIRET de l'allocataire manquant ou invalide,non
2019-05-14,Délibération CP du 26/04/2019,41842853800023.0,Association Label,Programmation artistique et culturelle 2019,30000.0,en numéraire,échelonné,2019-05-01_2019-07-31,non,,,SIRET de l'allocataire manquant ou invalide,non
2019-05-14,Délibération CP du 26/04/19,45190216700019.0,Comité d'Organisation de la Fête du Cassoulet,Subvention de fonctionnement 2019,15000.0,en numéraire,unique,2019-07-23_2019-07-23,non,,,SIRET de l'allocataire manquant ou invalide,non
2018-12-12,Délibération CP du 30/11/2018,33947067600034.0,Association Théâtre populaire de Carcassonne et de l'Aude,"Réalisation de l'opération ""Collèges au Théâtre 2019""",45000.0,en numéraire,échelonné,2018-12-01_2019-07-31,non,,,SIRET de l'allocataire manquant ou invalide,non
2019-06-07,Délibération CP du 26/04/2019,38809532500022.0,Association des amis du cinoch,Programmation de films d'art et d'essai,12500.0,en numéraire,unique,2019-06-01_2019-06-30,non,,,SIRET de l'allocataire manquant ou invalide,non
2019-05-06,Délibération CP du 26/04/2019,40840147900014.0,Association le marque page,Mise en oeuvre du projet culturel 2019 de la maison du banquet et des générations,69500.0,en numéraire,échelonné,2019-05-01_2019-07-31,non,,,SIRET de l'allocataire manquant ou invalide,non
2019-06-27,Délibération CP du 28/05/19,39301786800059.0,Fédération Aude Claire,Subvention de fonctionnement et d'investissement Avenant 2019 CPO 2019-2023,13848.0,en numéraire,échelonné,non précisé,non,datesPeriodeVersement,non précisé,donnée non récupérable,
2019-06-27,Délibération CP du 28/05/19,39301786800059.0,Fédération Aude Claire,Subvention de fonctionnement et d'investissement Avenant 2019 CPO 2019-2023,13848.0,en numéraire,échelonné,non précisé,non,datesPeriodeVersement,non précisé,donnée non récupérable,
2019-06-27,Délibération CP du 28/05/19,39301786800059.0,Fédération Aude Claire,Subvention de fonctionnement et d'investissement Avenant 2019 CPO 2019-2023,13848.0,en numéraire,échelonné,non précisé,non,,,SIRET de l'allocataire manquant ou invalide,non
2018-12-12,Délibération CP du 30/11/2018,45074466900042.0,Association Music'Al Sol,Réalisation de l'opération Scènes d'Enfance 2019,627.0,en numéraire,unique,2018-12-01 00:00:00,non,datesPeriodeVersement,2018-12-01 00:00:00,donnée non récupérable,
2018-12-12,Délibération CP du 30/11/2018,45074466900042.0,Association Music'Al Sol,Réalisation de l'opération Scènes d'Enfance 2019,627.0,en numéraire,unique,2018-12-01 00:00:00,non,,,SIRET de l'allocataire manquant ou invalide,non
2019-06-07,Délibération CP du 26/04/2019,38809532500022.0,Association des amis du cinoch,"organisation de la manifestation ""cinéma d'automne""",2500.0,en numéraire,unique,2019-06-01_2019-06-30,non,,,SIRET de l'allocataire manquant ou invalide,non
2019-05-06,Délibération CP du 26/04/2019,41224378400011.0,Association cinem'aude 2000 et vilatges al pais,Opération Vilatges al pais,15000.0,en numéraire,unique,2019-05-01_2019-05-31,non,,,SIRET de l'allocataire manquant ou invalide,non
2018-06-05,"Délibération CP du
22/12/2017",35338402700036.0,association Groupe audois de recherche et d'animation etnhographique,Fonctionnement 2018,30000.0,en numéraire,échelonné,2018-01-01 00:00:00,non,datesPeriodeVersement,2018-01-01 00:00:00,donnée non récupérable,
2018-06-05,"Délibération CP du
22/12/2017",35338402700036.0,association Groupe audois de recherche et d'animation etnhographique,Fonctionnement 2018,30000.0,en numéraire,échelonné,2018-01-01 00:00:00,non,,,SIRET de l'allocataire manquant ou invalide,non
2019-05-14,Délibération CP du 26/04/2019,48080389900065.0,Association 11 bouge,Projet artistique de l'association,30000.0,en numéraire,échelonné,2019-05-01_2019-07-31,non,,,SIRET de l'allocataire manquant ou invalide,non
2019-05-14,Délibération CP du 26/04/2019,41754319600048.0,compagnie portes sud,Aide … une action spécifique intitulée Art'danse,2000.0,en numéraire,unique,2019-05-01_2019-05-31,non,,,SIRET de l'allocataire manquant ou invalide,non
2018-05-23,Délibération CP du 04/05/2018,43779703800068.0,GEE AUDE,"Subvention de fonctionnement
Programme ENSemble 2018",43000.0,en numéraire,autre,"acomptes 
non précisé",non,datesPeriodeVersement,"acomptes 
non précisé",donnée non récupérable,
2018-05-23,Délibération CP du 04/05/2018,43779703800068.0,GEE AUDE,"Subvention de fonctionnement
Programme ENSemble 2018",43000.0,en numéraire,autre,"acomptes 
non précisé",non,datesPeriodeVersement,"acomptes 
non précisé",donnée non récupérable,
2018-05-23,Délibération CP du 04/05/2018,43779703800068.0,GEE AUDE,"Subvention de fonctionnement
Programme ENSemble 2018",43000.0,en numéraire,autre,"acomptes 
non précisé",non,,,SIRET de l'allocataire manquant ou invalide,non
2019-07-09,Délibération CP du 26/04/19,38464393800044.0,Conservatoire Espaces Naturels L-R,Subvention de fonctionnement et d'investissement Avenant 2019 CPO 2017-2019,85000.0,en numéraire,échelonné,non précisé,non,datesPeriodeVersement,non précisé,donnée non récupérable,
2019-07-09,Délibération CP du 26/04/19,38464393800044.0,Conservatoire Espaces Naturels L-R,Subvention de fonctionnement et d'investissement Avenant 2019 CPO 2017-2019,85000.0,en numéraire,échelonné,non précisé,non,datesPeriodeVersement,non précisé,donnée non récupérable,
2019-07-09,Délibération CP du 26/04/19,38464393800044.0,Conservatoire Espaces Naturels L-R,Subvention de fonctionnement et d'investissement Avenant 2019 CPO 2017-2019,85000.0,en numéraire,échelonné,non précisé,non,,,SIRET de l'allocataire manquant ou invalide,non
2019-05-06,Délibération CP du 26/04/2019,45074466900042.0,association music'al sol,Soutien aux actions de médiation culturelle en saison,1500.0,en numéraire,unique,2019-05-01_2019-05-31,non,,,SIRET de l'allocataire manquant ou invalide,non
2018-06-08,Délibération CP du 04/05/2018,38464393800044.0,"Conservatoire Espaces Naturels 
L-R","Subvention de fonctionnement 
et d'investissement
Avenant 2018 CPO 2017-2019",75000.0,en numéraire,autre,"acomptes 
non précisé",non,datesPeriodeVersement,"acomptes 
non précisé",donnée non récupérable,
2018-06-08,Délibération CP du 04/05/2018,38464393800044.0,"Conservatoire Espaces Naturels 
L-R","Subvention de fonctionnement 
et d'investissement
Avenant 2018 CPO 2017-2019",75000.0,en numéraire,autre,"acomptes 
non précisé",non,datesPeriodeVersement,"acomptes 
non précisé",donnée non récupérable,
2018-06-08,Délibération CP du 04/05/2018,38464393800044.0,"Conservatoire Espaces Naturels 
L-R","Subvention de fonctionnement 
et d'investissement
Avenant 2018 CPO 2017-2019",75000.0,en numéraire,autre,"acomptes 
non précisé",non,,,SIRET de l'allocataire manquant ou invalide,non
2019-07-29,Délibération CP du 19/07/2019,40066042900046.0,Les Restaurants du Coeur,Subvention de fonctionnement 2019,37500.0,en numéraire,unique,2019-08-21_2019-08-21,non,,,SIRET de l'allocataire manquant ou invalide,non
2019-06-07,Délibération CP du 26/04/2019,83465490700015.0,Occitanie Livre & Lecture,Projet de développement du livre et de la lecture dans l'Aude,8000.0,en numéraire,unique,2019-06-01_2019-06-30,non,,,SIRET de l'allocataire manquant ou invalide,non
2018-06-05,"Délibération CP du
04/05/2018",43312253800013.0,Centre Joe Bousquet et son temps,Diffusion de l'œuvre Joe Bousquet et patrimoine littéraire/artistique audois,45000.0,en numéraire,échelonné,2018-06-01 00:00:00,non,datesPeriodeVersement,2018-06-01 00:00:00,donnée non récupérable,
2018-06-05,"Délibération CP du
04/05/2018",43312253800013.0,Centre Joe Bousquet et son temps,Diffusion de l'œuvre Joe Bousquet et patrimoine littéraire/artistique audois,45000.0,en numéraire,échelonné,2018-06-01 00:00:00,non,,,SIRET de l'allocataire manquant ou invalide,non
